SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Office108,02:4e:26:bd:b3:1b,Unknown,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,70,-69,Office108,02:4e:26:bd:b3:1b,-81,2432,102.63176041476386,17.957837608410657
Office108,02:4e:26:bd:b3:09,Unknown,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,81,-62,Office108,02:4e:26:bd:b3:09,-75,2427,102.63147445428412,17.95791187641585
Office 108Job,6c:5a:b0:45:53:2f,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11ac,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,18,-89,Office 108Job,6c:5a:b0:45:53:2f,-80,5240,102.63176041476386,17.957837608410657
Office 108Job,6c:5a:b0:45:55:7a,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,43,-78,Office 108Job,6c:5a:b0:45:55:7a,-74,2437,102.631959555047,17.957777859502215
Office 108Job,6c:5a:b0:45:53:2e,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,75,-67,Office 108Job,6c:5a:b0:45:53:2e,-71,2412,102.631959555047,17.957777859502215
Baeksang,24:43:e2:40:75:ff,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,35,-81,Baeksang,24:43:e2:40:75:ff,-85,2462,102.63222579007004,17.957713611036837
Jeon2000,d0:96:fb:78:b5:5f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:46:40.472,2024-11-07 03:48:19.690,Infrastructure,Unknown,80,-65,Jeon2000,d0:96:fb:78:b5:5f,-76,2457,102.63168739611942,17.957859075603075
DIRECT-7A-HP Laser 179fnw,7e:4d:8f:72:bc:7a,Unknown,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:47:33.281,2024-11-07 03:48:58.966,Infrastructure,Unknown,35,-81,DIRECT-7A-HP Laser 179fnw,7e:4d:8f:72:bc:7a,-86,2457,102.63359750394866,17.957524860606675
IT,f2:9e:14:10:92:04,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:47:33.281,2024-11-07 03:48:58.966,Infrastructure,Unknown,26,-85,IT,f2:9e:14:10:92:04,-84,5745,102.63359750394866,17.957524860606675
GEVAW 1F,c0:4a:3a:e5:01:00,Unknown,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:47:33.281,2024-11-07 03:48:58.966,Infrastructure,Unknown,72,-68,GEVAW 1F,c0:4a:3a:e5:01:00,-90,2432,102.63359750394866,17.957524860606675
TV Direct,18:cf:24:ee:30:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,57,-74,TV Direct,18:cf:24:ee:30:2c,-78,2427,102.63462327711431,17.957088544297505
LAIVANH,14:46:58:e6:5d:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,40,-79,LAIVANH,14:46:58:e6:5d:e8,-82,5745,102.63443230776316,17.95740884405063
LAIVANH,14:46:58:e6:5d:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,80,-65,LAIVANH,14:46:58:e6:5d:e4,-76,2452,102.63462327711431,17.957088544297505
Unitel@6666,d0:96:fb:a2:2b:0f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,60,-73,Unitel@6666,d0:96:fb:a2:2b:0f,-72,2462,102.63443230776316,17.95740884405063
VLine Luxury Spa -5G,5c:64:7a:76:f6:40,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,20,-88,VLine Luxury Spa -5G,5c:64:7a:76:f6:40,-90,5180,102.63462327711431,17.957088544297505
Hall,a4:1a:3a:7a:89:4c,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,60,-73,Hall,a4:1a:3a:7a:89:4c,-81,2462,102.63462327711431,17.957088544297505
sengthong 1,f4:28:53:ed:29:24,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,78,-66,sengthong 1,f4:28:53:ed:29:24,-86,2412,102.63462327711431,17.957088544297505
CCTV-02091186868,50:0f:f5:1f:cf:d8,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:47:44.367,2024-11-07 03:49:29.499,Infrastructure,Unknown,80,-64,CCTV-02091186868,50:0f:f5:1f:cf:d8,-73,2437,102.63454210736872,17.956825419654432
J-YONY,64:6d:4e:33:7b:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,86,-53,J-YONY,64:6d:4e:33:7b:18,-73,2427,102.63442342143928,17.956465812217527
J-YONY,64:6d:4e:33:7b:1d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,50,-76,J-YONY,64:6d:4e:33:7b:1d,-75,5240,102.63442342143928,17.956465812217527
Zip,24:43:e2:73:9d:d0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,67,-70,Zip,24:43:e2:73:9d:d0,-77,2412,102.63442342143928,17.956465812217527
SLT_APIS,04:95:e6:f9:53:61,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,46,-77,SLT_APIS,04:95:e6:f9:53:61,-88,2442,102.63462327711431,17.957088544297505
H&H Beauty Center,e8:4d:74:b0:30:78,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,18,-89,H&H Beauty Center,e8:4d:74:b0:30:78,-85,5180,102.6345899868249,17.957269857653387
Office thongphanthong,e8:f6:54:bc:d7:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,53,-75,Office thongphanthong,e8:f6:54:bc:d7:5c,-78,2417,102.6341622336516,17.955717510989917
HUYEN,04:e7:95:3c:34:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,81,-63,HUYEN,04:e7:95:3c:34:5c,-76,5745,102.63442342143928,17.956465812217527
MyRoom,00:5f:67:1f:70:16,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,60,-73,MyRoom,00:5f:67:1f:70:16,-88,2457,102.63428078232177,17.956071563759618
Dior Beuaty center,b0:8b:92:75:31:7c,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,80,-65,Dior Beuaty center,b0:8b:92:75:31:7c,-85,2437,102.63428078232177,17.956071563759618
Smooth,64:2c:ac:d4:1b:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,72,-68,Smooth,64:2c:ac:d4:1b:d0,-86,2447,102.63454210736872,17.956825419654432
Xalita,b0:8b:92:76:11:7a,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,72,-68,Xalita,b0:8b:92:76:11:7a,-83,2447,102.63442342143928,17.956465812217527
DHL_Office,6c:14:6e:71:d3:f4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:00.928,2024-11-07 03:49:29.499,Infrastructure,Unknown,33,-82,DHL_Office,6c:14:6e:71:d3:f4,-87,5745,102.63442342143928,17.956465812217527
HAIR STYLIST123,24:43:e2:73:69:f1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,50,-76,HAIR STYLIST123,24:43:e2:73:69:f1,-84,5745,102.63408793775184,17.955435276786517
HAIR STYLIST123,24:43:e2:73:69:f0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,81,-62,HAIR STYLIST123,24:43:e2:73:69:f0,-76,2422,102.6340508041736,17.95524012791366
IP2.4,e8:f6:54:7f:3f:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,80,-64,IP2.4,e8:f6:54:7f:3f:a0,-81,2457,102.63406019279928,17.95529007044083
IP5,e8:f6:54:7f:3f:a5,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,40,-79,IP5,e8:f6:54:7f:3f:a5,-87,5240,102.63408793775184,17.955435276786517
Bovy-5G,08:4f:0a:97:4c:74,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,38,-80,Bovy-5G,08:4f:0a:97:4c:74,-80,5500,102.6340508041736,17.95524012791366
UNITEL_Oudomsinh,40:ee:15:96:8c:40,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,72,-68,UNITEL_Oudomsinh,40:ee:15:96:8c:40,-76,2412,102.63408793775184,17.955435276786517
INTEX,e8:6e:44:dd:a8:76,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,60,-73,INTEX,e8:6e:44:dd:a8:76,-76,2452,102.63408793775184,17.955435276786517
UNITEL_Na wifi,9c:65:ee:3e:84:3f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,70,-69,UNITEL_Na wifi,9c:65:ee:3e:84:3f,-87,2437,102.6340508041736,17.95524012791366
PS mobile service,02:ca:2c:76:ce:66,Unknown,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,35,-81,PS mobile service,02:ca:2c:76:ce:66,-89,2432,102.6340508041736,17.95524012791366
vivo Y27s,9a:06:a4:09:a6:ba,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,70,-69,vivo Y27s,9a:06:a4:09:a6:ba,-91,2462,102.6340508041736,17.95524012791366
Outhailath,78:d7:52:70:4e:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11g,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,72,-68,Outhailath,78:d7:52:70:4e:8c,-73,2462,102.63408793775184,17.955435276786517
Bovy-2.4G,08:4f:0a:97:4c:70,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,67,-70,Bovy-2.4G,08:4f:0a:97:4c:70,-86,2412,102.63408793775184,17.955435276786517
TP-Link_3CD0,50:d4:f7:cf:3c:d0,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,57,-74,TP-Link_3CD0,50:d4:f7:cf:3c:d0,-69,2462,102.63406019279928,17.95529007044083
Adidas lao_BCS,94:98:69:3a:eb:02,zte corporation,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:19.690,2024-11-07 03:49:47.510,Infrastructure,Unknown,33,-82,Adidas lao_BCS,94:98:69:3a:eb:02,-79,2417,102.6340508041736,17.95524012791366
BCI 5G,64:64:4a:aa:d1:ed,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,20,-88,BCI 5G,64:64:4a:aa:d1:ed,-84,5180,102.6336934294704,17.9538021170226
AD Apartment Wi-Fi Guest ,32:de:4b:cb:07:c7,Unknown,0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,14,-91,AD Apartment Wi-Fi Guest ,32:de:4b:cb:07:c7,-90,5200,102.6336934294704,17.9538021170226
AD Apartment Wi-Fi Guest ,32:de:4b:cb:56:b3,Unknown,0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,33,-82,AD Apartment Wi-Fi Guest ,32:de:4b:cb:56:b3,-81,5200,102.63351920824157,17.9530967747174
AD Apartment Wi-Fi,32:de:4b:ab:56:b3,Unknown,0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,31,-83,AD Apartment Wi-Fi,32:de:4b:ab:56:b3,-81,5200,102.63351920824157,17.9530967747174
AD Apartment Wi-Fi,32:de:4b:ab:07:c7,Unknown,0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,16,-90,AD Apartment Wi-Fi,32:de:4b:ab:07:c7,-87,5200,102.6337805788318,17.95415730662181
LaMaison Cafe,68:81:e0:c5:59:39,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,24,-86,LaMaison Cafe,68:81:e0:c5:59:39,-76,5180,102.6337805788318,17.95415730662181
KK,18:cf:24:ee:4a:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,60,-73,KK,18:cf:24:ee:4a:10,-74,2462,102.6336934294704,17.9538021170226
kob-jw,b4:04:21:87:d8:32,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,86,-53,kob-jw,b4:04:21:87:d8:32,-70,2452,102.6337805788318,17.95415730662181
AD apartment,24:43:e2:92:1e:28,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,35,-81,AD apartment,24:43:e2:92:1e:28,-84,2417,102.6336934294704,17.9538021170226
UNITEL_Thammalangsy,40:ee:15:96:34:08,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,60,-73,UNITEL_Thammalangsy,40:ee:15:96:34:08,-79,2412,102.63389093643757,17.954587168580787
CK'SHOP,b0:8b:92:74:fe:8e,zte corporation,0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,86,-54,CK'SHOP,b0:8b:92:74:fe:8e,-62,2442,102.6337805788318,17.95415730662181
NatdaShop,b0:8b:92:74:fe:88,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,82,-60,NatdaShop,b0:8b:92:74:fe:88,-67,2427,102.63351920824157,17.9530967747174
Laolaos,e8:f6:54:8b:1b:49,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:40.961,2024-11-07 03:50:16.209,Infrastructure,Unknown,13,-92,Laolaos,e8:f6:54:8b:1b:49,-89,5180,102.6337805788318,17.95415730662181
Unitel8888,d0:96:fb:a2:0c:b7,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,65,-71,Unitel8888,d0:96:fb:a2:0c:b7,-76,2417,102.63346067710562,17.952736336731935
1edefd04,f4:91:1e:de:fd:04,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,35,-81,1edefd04,f4:91:1e:de:fd:04,-77,2412,102.63346067710562,17.952736336731935
CARS1L,a4:39:b3:a4:cd:2c,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,72,-68,CARS1L,a4:39:b3:a4:cd:2c,-86,2462,102.63346067710562,17.952736336731935
TP-Link_58CA,60:a4:b7:ad:58:ca,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:58.966,2024-11-07 03:50:54.960,Infrastructure,Unknown,57,-74,TP-Link_58CA,60:a4:b7:ad:58:ca,-61,2412,102.63308515385889,17.95099329604765
Lily,e8:6e:44:dd:68:7a,zte corporation,0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,83,-59,Lily,e8:6e:44:dd:68:7a,-73,2442,102.6332434019654,17.95167105521897
SPS,5c:e8:83:de:5c:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,14,-91,SPS,5c:e8:83:de:5c:98,-85,5180,102.63346067710562,17.952736336731935
SPS,18:cf:24:ee:2e:b8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,20,-88,SPS,18:cf:24:ee:2e:b8,-89,5180,102.63351920824157,17.9530967747174
SPS,18:cf:24:ee:2e:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:48:58.966,2024-11-07 03:50:29.142,Infrastructure,Unknown,50,-76,SPS,18:cf:24:ee:2e:b4,-83,2452,102.63346067710562,17.952736336731935
Sipakone,e8:6e:44:dd:85:4e,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,75,-67,Sipakone,e8:6e:44:dd:85:4e,-80,2437,102.63320764392664,17.951539090897498
Medical equipment store,cc:29:bd:68:fb:d2,zte corporation,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,57,-74,Medical equipment store,cc:29:bd:68:fb:d2,-64,2432,102.63320764392664,17.951539090897498
ARservice,dc:21:e2:97:68:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,33,-82,ARservice,dc:21:e2:97:68:5c,-86,2447,102.6331285514275,17.951227917194842
ARservice,dc:21:e2:97:68:61,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,18,-89,ARservice,dc:21:e2:97:68:61,-79,5180,102.6331285514275,17.951227917194842
SPTH,5c:e9:31:63:0e:6a,Unknown,0,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,29,-84,SPTH,5c:e9:31:63:0e:6a,-79,5200,102.63320764392664,17.951539090897498
Haemmy_plus,64:64:4a:76:e8:08,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,46,-77,Haemmy_plus,64:64:4a:76:e8:08,-78,2427,102.63328643679792,17.95187806581531
BiangXue103,a0:44:5c:35:2c:00,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,67,-70,BiangXue103,a0:44:5c:35:2c:00,-80,2462,102.63320764392664,17.951539090897498
BiangXue103,a0:44:5c:35:2c:05,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,40,-79,BiangXue103,a0:44:5c:35:2c:05,-77,5240,102.6331285514275,17.951227917194842
