SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
SEEHALAD,6c:14:6e:6f:9d:cc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,45:39.2,45:39.2,Infrastructure,Unknown,31,-83,SEEHALAD,6c:14:6e:6f:9d:cc,-85,5180,102.69090375776024,17.877400968743135
MES_Mon,3c:51:0e:4b:74:ed,"Cisco Systems, Inc",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"12,18,24,36,48,54",,49:50.5,51:34.2,Infrastructure,Unknown,31,-83,MES_Mon,3c:51:0e:4b:74:ed,-93,5745,102.65582080574724,17.870615781010777
Warmup 24,e8:f6:54:7e:99:e5,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,50:12.6,51:47.9,Infrastructure,Unknown,16,-90,Warmup 24,e8:f6:54:7e:99:e5,-82,5240,102.65493304479588,17.870668322797272
Focous,f0:9b:b8:db:19:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:18.5,52:11.4,Infrastructure,Unknown,24,-86,Focous,f0:9b:b8:db:19:04,-91,2442,102.65322681797912,17.872182290127935
HUAWEI-5G-mJZt,30:37:b3:bb:c5:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,50:25.8,52:11.4,Infrastructure,Unknown,26,-85,HUAWEI-5G-mJZt,30:37:b3:bb:c5:60,-80,5180,102.65307632377171,17.872289099291915
TNX,b8:d6:f6:44:e2:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:25.8,52:11.4,Infrastructure,Unknown,60,-73,TNX,b8:d6:f6:44:e2:50,-82,2462,102.65333182204584,17.87173895184677
TNX,b8:d6:f6:44:e2:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,50:25.8,52:11.4,Infrastructure,Unknown,26,-85,TNX,b8:d6:f6:44:e2:54,-74,5745,102.65322681797912,17.872182290127935
Chanthachone1,ac:f9:70:de:84:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:25.8,52:11.4,Infrastructure,Unknown,62,-72,Chanthachone1,ac:f9:70:de:84:e0,-71,2417,102.6524729754302,17.873904717811982
ISSSoLe22,6c:14:6e:72:0b:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:25.8,52:11.4,Infrastructure,Unknown,53,-75,ISSSoLe22,6c:14:6e:72:0b:98,-90,2457,102.65322681797912,17.872182290127935
ISSSoLe22,6c:14:6e:72:0b:9c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,50:25.8,52:11.4,Infrastructure,Unknown,22,-87,ISSSoLe22,6c:14:6e:72:0b:9c,-93,5745,102.65307632377171,17.872289099291915
1ebcbdf7,f4:91:1e:bc:bd:f7,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,50:25.8,52:11.4,Infrastructure,Unknown,26,-85,1ebcbdf7,f4:91:1e:bc:bd:f7,-88,2412,102.65333182204584,17.87173895184677
Kong,b4:04:21:87:c7:46,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:25.8,52:11.4,Infrastructure,Unknown,67,-70,Kong,b4:04:21:87:c7:46,-88,2437,102.65333182204584,17.87173895184677
COPA88,e8:6e:44:dd:63:28,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",50:25.8,52:11.4,Infrastructure,Unknown,62,-72,COPA88,e8:6e:44:dd:63:28,-82,2452,102.65274396951366,17.87326805301972
J&Ccorp,d8:6d:17:9f:89:f1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,51:03.9,52:25.7,Infrastructure,Unknown,31,-83,J&Ccorp,d8:6d:17:9f:89:f1,-92,5240,102.65257814840643,17.873430475405375
Lar,94:00:b0:0a:86:64,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,51:03.9,52:25.7,Infrastructure,Unknown,24,-86,Lar,94:00:b0:0a:86:64,-82,5180,102.6530265733188,17.872402942894443
Khamsing1,0c:c6:cc:99:39:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:03.9,52:21.2,Infrastructure,Unknown,40,-79,Khamsing1,0c:c6:cc:99:39:98,-80,2462,102.65257814840643,17.873430475405375
mFi_0AE618,4c:bc:98:0a:e6:18,IEEE Registration Authority,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",31:42.8,33:41.3,Infrastructure,Unknown,22,-87,mFi_0AE618,4c:bc:98:0a:e6:18,-86,2437,102.7545784878493,17.898241661598725
Huawei_PLE_fa21,dc:d9:16:78:04:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",31:49.2,38:07.6,Infrastructure,Unknown,40,-79,Huawei_PLE_fa21,dc:d9:16:78:04:04,-91,2412,102.75440695074404,17.89818708224781
Napaphone,b8:85:7b:8b:37:05,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0,0,"6,9,12,18,24,36,48,54",,31:49.2,33:41.3,Infrastructure,Unknown,11,-93,Napaphone,b8:85:7b:8b:37:05,-91,5200,102.7545784878493,17.898241661598725
Max,b8:d6:f6:45:39:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,31:49.2,38:07.6,Infrastructure,Unknown,83,-59,Max,b8:d6:f6:45:39:2c,-59,2427,102.7556873987462,17.899223325920183
Vadsana,e8:f6:54:bd:77:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,31:58.7,38:07.6,Infrastructure,Unknown,43,-78,Vadsana,e8:f6:54:bd:77:88,-92,2462,102.7555058630801,17.899180135993305
Jo 5G,6c:14:6e:72:ad:80,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,32:04.1,37:43.8,Infrastructure,Unknown,38,-80,Jo 5G,6c:14:6e:72:ad:80,-73,5745,102.75561775158964,17.899259243799378
Vadsana,b8:d6:f6:35:39:20,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,32:04.1,37:59.4,Infrastructure,Unknown,50,-76,Vadsana,b8:d6:f6:35:39:20,-78,2452,102.75537431408428,17.899040108846854
Vadsana,b8:d6:f6:35:39:24,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,32:04.1,37:59.4,Infrastructure,Unknown,31,-83,Vadsana,b8:d6:f6:35:39:24,-82,5180,102.75537431408428,17.899040108846854
OPPO F11 Pro,12:3f:8a:cc:6a:63,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",32:04.1,34:38.0,Infrastructure,Unknown,53,-75,OPPO F11 Pro,12:3f:8a:cc:6a:63,-71,2462,102.6893133384196,17.87646383697978
IPCS4811595431086,9c:a3:a9:4f:f2:14,"Guangzhou Juan Optical and Electronical Tech Joint Stock Co., Ltd",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",36:52.3,38:45.1,Infrastructure,Unknown,29,-84,IPCS4811595431086,9c:a3:a9:4f:f2:14,-92,2412,102.75609367776238,17.89865290031294
RAREXURY 5Ghz,70:f8:2b:e2:16:e4,DWnet Technologies(Suzhou) Corporation,0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,36:58.9,39:22.8,Infrastructure,Unknown,13,-92,RAREXURY 5Ghz,70:f8:2b:e2:16:e4,-87,5200,102.7560849711039,17.89865304797305
992_2.4G,64:20:e0:1f:18:c3,"T3 Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11ax,10,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",36:58.9,39:22.8,Infrastructure,Unknown,20,-88,992_2.4G,64:20:e0:1f:18:c3,-90,2457,102.75610474063912,17.898641662547725
POND-KROYA111 2.4G,c4:eb:ff:a1:bd:89,zte corporation,0,WPA2-Personal,CCMP,802.11ax,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",36:58.9,39:22.8,Infrastructure,Unknown,35,-81,POND-KROYA111 2.4G,c4:eb:ff:a1:bd:89,-85,2447,102.7560928780878,17.898673744865334
Him_2.4G,c0:bc:9a:45:60:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,36:58.9,39:22.8,Infrastructure,Unknown,33,-82,Him_2.4G,c0:bc:9a:45:60:44,-91,2422,102.75611823901964,17.898638065708187
FreeWiFi_NongKhai_City,28:d0:f5:eb:e6:f6,"Ruijie Networks Co.,LTD",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",37:19.0,39:24.0,Infrastructure,Unknown,24,-86,FreeWiFi_NongKhai_City,28:d0:f5:eb:e6:f6,-90,2437,102.75609393755346,17.898653117214675
BaanSom_5G,66:20:e1:95:10:36,Unknown,0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,37:29.0,39:22.8,Infrastructure,Unknown,14,-91,BaanSom_5G,66:20:e1:95:10:36,-89,5180,102.7560849711039,17.89865304797305
ETL-Wifi,14:4d:67:53:c4:74,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:37.0,42:53.8,Infrastructure,Unknown,81,-63,ETL-Wifi,14:4d:67:53:c4:74,-55,2437,102.7235972996699,17.886586773359554
c63ef88f,50:2c:c6:3e:f8:8f,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:44.8,43:34.2,Infrastructure,Unknown,40,-79,c63ef88f,50:2c:c6:3e:f8:8f,-71,2412,102.72072657439348,17.886113829165424
UNITEL_GPON_3F42A0,24:43:e2:3f:42:a7,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:44.8,43:34.2,Infrastructure,Unknown,80,-64,UNITEL_GPON_3F42A0,24:43:e2:3f:42:a7,-71,2417,102.71832293790465,17.885749747693772
TNL,00:31:92:d4:fa:f5,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:44.8,43:34.2,Infrastructure,Unknown,35,-81,TNL,00:31:92:d4:fa:f5,-89,2427,102.72125451467652,17.88620045813046
W60_REGULAR2,68:67:25:38:ee:3b,Espressif Inc.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"5.5,11","1,2,6,12,24,48,54,9,18,36",41:58.2,43:34.2,Infrastructure,Unknown,75,-67,W60_REGULAR2,68:67:25:38:ee:3b,-80,2412,102.71832293790465,17.885749747693772
Thanaleng_WH_WIFI,f4:92:bf:cb:bf:28,Ubiquiti Inc,0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:58.2,43:34.2,Infrastructure,Unknown,22,-87,Thanaleng_WH_WIFI,f4:92:bf:cb:bf:28,-78,5745,102.7191707078755,17.885877337245034
SEEHALAD,6c:14:6e:6f:9d:c8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,45:39.2,45:39.2,Infrastructure,Unknown,40,-79,SEEHALAD,6c:14:6e:6f:9d:c8,-90,2437,102.69090375776024,17.877400968743135
DAOVILAY-5G,5c:64:7a:c0:f8:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,45:39.2,45:39.2,Infrastructure,Unknown,18,-89,DAOVILAY-5G,5c:64:7a:c0:f8:68,-81,5180,102.69090375776024,17.877400968743135
allbet1818,b8:3a:08:b8:94:81,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",45:39.2,45:39.2,Infrastructure,Unknown,62,-72,allbet1818,b8:3a:08:b8:94:81,-73,2442,102.69090375776024,17.877400968743135
Tay,d0:96:fb:a2:31:77,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:39.2,45:39.2,Infrastructure,Unknown,80,-64,Tay,d0:96:fb:a2:31:77,-68,2412,102.69001538781473,17.8768372384701
Lukky,cc:29:bd:68:51:44,zte corporation,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",46:57.4,48:43.4,Infrastructure,Unknown,43,-78,Lukky,cc:29:bd:68:51:44,-72,2412,102.6785627925753,17.87339699086188
Quoc KHANH,9c:65:ee:3f:44:e7,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",46:57.4,48:43.4,Infrastructure,Unknown,22,-87,Quoc KHANH,9c:65:ee:3f:44:e7,-77,2457,102.68310022168808,17.873899163575945
LTC,5c:54:6d:4a:bf:b8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",46:57.4,48:43.4,Infrastructure,Unknown,43,-78,LTC,5c:54:6d:4a:bf:b8,-94,2412,102.68138325238309,17.87367042473961
Toukta,98:1a:35:83:e0:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,47:12.9,49:05.2,Infrastructure,Unknown,33,-82,Toukta,98:1a:35:83:e0:d0,-88,2422,102.67795648670104,17.873282134947583
Phouangmalay Pharmacy 3,e8:f6:54:8b:5a:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,51:14.5,52:57.5,Infrastructure,Unknown,78,-66,Phouangmalay Pharmacy 3,e8:f6:54:8b:5a:18,-76,2462,102.65048630490315,17.878522473145605
kokok-5G,6c:68:a4:b2:1a:bc,Unknown,0,WPA2-Personal,CCMP,802.11ac,140,0,0,"6,9,12,18,24,36,48,54",,51:14.5,52:57.5,Infrastructure,Unknown,75,-67,kokok-5G,6c:68:a4:b2:1a:bc,-83,5700,102.65048630490315,17.878522473145605
Funny88,cc:29:bd:69:44:44,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:14.5,52:57.5,Infrastructure,Unknown,65,-71,Funny88,cc:29:bd:69:44:44,-69,2452,102.65048630490315,17.878522473145605
XIE GEN WAN,e8:6e:44:dc:ee:a0,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:14.5,52:57.5,Infrastructure,Unknown,80,-64,XIE GEN WAN,e8:6e:44:dc:ee:a0,-82,2427,102.65086490418388,17.877497083868544
VSI-office,08:9b:4b:6c:4c:9f,iKuai Networks,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:34.2,52:57.5,Infrastructure,Unknown,57,-74,VSI-office,08:9b:4b:6c:4c:9f,-82,2412,102.65020479120592,17.879319886376962
Oulayphone,ac:99:29:8d:94:74,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,51:34.2,52:57.5,Infrastructure,Unknown,18,-89,Oulayphone,ac:99:29:8d:94:74,-83,5180,102.6500416996949,17.879747757035826
AS mobile,cc:29:bd:69:29:e6,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:34.2,52:57.5,Infrastructure,Unknown,83,-59,AS mobile,cc:29:bd:69:29:e6,-77,2427,102.65020479120592,17.879319886376962
Na Third Floor,d4:6e:0e:4c:4d:54,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:47.9,53:31.9,Infrastructure,Unknown,33,-82,Na Third Floor,d4:6e:0e:4c:4d:54,-87,2462,102.64947938425904,17.881259489182963
Khamphang,cc:29:bd:68:82:d6,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",53:50.2,55:18.4,Infrastructure,Unknown,70,-69,Khamphang,cc:29:bd:68:82:d6,-87,2422,102.64195111625064,17.89560830581949
OPPO A57,6e:96:bf:f5:46:97,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",54:07.5,55:54.5,Infrastructure,Unknown,43,-78,OPPO A57,6e:96:bf:f5:46:97,-86,2412,102.64001531642526,17.89679414374608
Home sweet home,24:43:e2:40:05:c7,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",54:07.5,55:54.5,Infrastructure,Unknown,40,-79,Home sweet home,24:43:e2:40:05:c7,-90,2432,102.64042564868544,17.89654395102709
LoLee,9c:65:ee:3f:0e:af,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",54:07.5,55:54.5,Infrastructure,Unknown,60,-73,LoLee,9c:65:ee:3f:0e:af,-71,2412,102.64001531642526,17.89679414374608
Km8,e8:f6:54:7e:d6:84,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,54:23.0,55:54.5,Infrastructure,Unknown,67,-70,Km8,e8:f6:54:7e:d6:84,-83,2422,102.63909776541183,17.897180581987282
IDea,b4:04:21:86:f0:e4,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",54:35.6,56:15.3,Infrastructure,Unknown,72,-68,IDea,b4:04:21:86:f0:e4,-68,2452,102.6377470722691,17.898000245778576
KNB Auto,58:be:72:71:d6:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,54:35.6,56:15.3,Infrastructure,Unknown,11,-93,KNB Auto,58:be:72:71:d6:b4,-90,5180,102.6377470722691,17.898000245778576
dlink-806a 5G-z,ac:f1:df:5c:1f:b9,D-Link International,0,Open,,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,54:51.3,56:26.9,Infrastructure,Unknown,57,-74,dlink-806a 5G-z,ac:f1:df:5c:1f:b9,-91,5745,102.6360440392542,17.899117866611448
JianJun,94:00:b0:0a:a3:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,55:18.4,56:38.3,Infrastructure,Unknown,50,-76,JianJun,94:00:b0:0a:a3:04,-89,5745,102.63600316326608,17.899149111792838
August,b4:04:21:88:0c:b8,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",55:33.6,57:02.1,Infrastructure,Unknown,78,-66,August,b4:04:21:88:0c:b8,-92,2422,102.63390091451237,17.900421274139884
Siliphone,6c:14:6e:71:85:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,42:17.6,43:55.9,Infrastructure,Unknown,40,-79,Siliphone,6c:14:6e:71:85:dc,-75,5745,102.71787366460052,17.885671716579076
Ko,e8:f6:54:bc:e3:25,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,44,0,0,"6,9,12,18,24,36,48,54",,42:22.6,44:17.3,Infrastructure,Unknown,33,-82,Ko,e8:f6:54:bc:e3:25,-75,5220,102.71606626536078,17.88533606407739
Nrnta-5G,5c:64:7a:61:e2:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,42:22.6,44:17.3,Infrastructure,Unknown,13,-92,Nrnta-5G,5c:64:7a:61:e2:5c,-95,5745,102.71541065655072,17.88521534911979
OPPO A76,9a:22:b1:c3:50:55,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:37.1,44:33.6,Infrastructure,Unknown,46,-77,OPPO A76,9a:22:b1:c3:50:55,-88,2412,102.71220569359382,17.884623758181498
WWDA1,5c:92:5e:2b:c9:20,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:47.8,44:46.2,Infrastructure,Unknown,57,-74,WWDA1,5c:92:5e:2b:c9:20,-79,2412,102.71274189229857,17.884683873664223
Netflix,5c:64:7a:45:a2:74,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,42:53.8,44:49.8,Infrastructure,Unknown,31,-83,Netflix,5c:64:7a:45:a2:74,-88,2462,102.710322123421,17.884242216387978
VIP7_WiFi,e8:9c:25:51:8d:64,Unknown,0,WPA2-Personal,CCMP,802.11ax,149,0,0,"6,9,12,18,24,36,48,54",,43:04.4,45:03.3,Infrastructure,Unknown,40,-79,VIP7_WiFi,e8:9c:25:51:8d:64,-90,5745,102.70991599090236,17.884127695727297
Nit,04:e7:95:3c:40:a4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,47:12.9,49:11.5,Infrastructure,Unknown,29,-84,Nit,04:e7:95:3c:40:a4,-83,5745,102.67545416913076,17.873006822917805
OPPO A16k,7e:29:16:76:e2:93,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",47:12.9,49:11.5,Infrastructure,Unknown,57,-74,OPPO A16k,7e:29:16:76:e2:93,-79,2462,102.6772575940512,17.873198522032716
Thongvanh 5G,c4:fb:aa:a7:2c:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,47:12.9,48:43.4,Infrastructure,Unknown,14,-91,Thongvanh 5G,c4:fb:aa:a7:2c:e4,-75,5180,102.68002455721144,17.873516950959576
Dumdy,64:6d:4e:33:dc:c8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,47:12.9,48:43.4,Infrastructure,Unknown,60,-73,Dumdy,64:6d:4e:33:dc:c8,-61,2457,102.6785627925753,17.87339699086188
Dumdy,64:6d:4e:33:dc:cd,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,47:12.9,48:43.4,Infrastructure,Unknown,14,-91,Dumdy,64:6d:4e:33:dc:cd,-85,5785,102.6785627925753,17.87339699086188
Nai_1212,a0:08:6f:6d:3f:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",47:12.9,49:11.5,Infrastructure,Unknown,33,-82,Nai_1212,a0:08:6f:6d:3f:2c,-72,2412,102.67545416913076,17.873006822917805
Thongvanh,c4:fb:aa:a7:2c:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,47:12.9,48:43.4,Infrastructure,Unknown,38,-80,Thongvanh,c4:fb:aa:a7:2c:e0,-86,2437,102.68002455721144,17.873516950959576
Nit,04:e7:95:3c:40:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,47:44.6,49:11.5,Infrastructure,Unknown,29,-84,Nit,04:e7:95:3c:40:a0,-86,2452,102.67837235036356,17.873328438347414
Pheng,6e:14:6e:6f:ce:f0,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,51:47.9,53:31.9,Infrastructure,Unknown,20,-88,Pheng,6e:14:6e:6f:ce:f0,-80,5745,102.64947938425904,17.881259489182963
Liu wei Lin,b0:8b:92:75:3a:52,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",51:47.9,53:31.9,Infrastructure,Unknown,65,-71,Liu wei Lin,b0:8b:92:75:3a:52,-79,2427,102.64961940245676,17.8808959578408
Kik168168_plus,40:31:3c:9c:4d:fa,"XIAOMI Electronics,CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",52:11.4,54:07.5,Infrastructure,Unknown,29,-84,Kik168168_plus,40:31:3c:9c:4d:fa,-84,2412,102.64763305994336,17.88572137615626
Judsix,e8:6e:44:dd:8b:4e,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",52:11.4,54:07.5,Infrastructure,Unknown,40,-79,Judsix,e8:6e:44:dd:8b:4e,-77,2447,102.64686790390864,17.88723738064213
